name,total,count
"Granite Logistics Services",5600,1
"Ring Group",5600,1
"Ringland Johnson Construction",5600,1
"Granite Environmental LLC",5600,1
"Rising Realty Partners",5600,1
"Risk Strategies Co",5600,1
"Red Rock Medical Group",5600,1
"Greenheck Fan Corp",5600,1
"Healthez Inc",5600,1
"Burnt Umber Productions",5600,1
"Gcp Capital Partners",5600,1
"Quyp Holdings LLC",5600,1
"CBS Productions",5600,1
"CD Video",5600,1
"RHRM Wellness Technologies",5600,1
"Hillwood Development",5600,1
"H2 Capital",5600,1
Hitrust,5600,1
"RJR Companies",5600,1
"H Squared",5600,1
"Guttman Initiatives",5600,1
"Gus Machado Ford",5600,1
"Petrizzo Group",5600,1
"Guideway Care                                     ",5600,1
"Guardsmark LLC",5600,1
"Randy Marion Automotive Group",5600,1
"Rasmussen College",5600,1
"Griffin Stafford",5600,1
"Greylock Partners",5600,1
"Hoffman Management",5600,1
"Re/Max First",5600,1
"Gdml Landscape Architects",5600,1
"MN Wild Hockey",5600,1
"Ames Construction",5600,1
"Eastern Band of Cherokee Indians",5600,1
"Dian Graves Owen Foundation",5600,1
AlixPartners,5600,1
"Alignment Government Strategies",5600,1
"Dewberry & Davis",5600,1
"Alexander Law Group",5600,1
"Alex Hospitality LLC",5600,1
"University of Massachusetts",5600,1
"University of Massachusetts/Boston                ",5600,1
"Alain Hirsch Construction",5600,1
Denlee,5600,1
"Chandler Residential",5600,1
"Aig Global Real Estate",5600,1
"Davidsohn Global Technologies",5600,1
"VCA Inc",5600,1
"VP Trade",5600,1
"Chariman, President & Ceo",5600,1
"Dance Resource of Greater Los Angeles",5600,1
"Vallarino Construction",5600,1
"Dallas ENT Head & Neck Surgery",5600,1
"Vankampen-Pierre Asset Management Co",5600,1
"Chartwell Hotels",5600,1
"DEL Records",5600,1
"Verity Integrated Systems",5600,1
"Vesta Hospitality",5600,1
"Victory Automotive Group",5600,1
Csii,5600,1
"Virtu Financial",5600,1
"United Staffing Assoc",5600,1
"United Distributors",5600,1
"Alliance Building Solutions",5600,1
"Altec Inc",5600,1
"Tower Companies",5600,1
"Tower Management Group",5600,1
"Eames Office",5600,1
"Eagle River Inc",5600,1
Tpag,5600,1
"Transaction Data Systems                          ",5600,1
"Tratt Properties",5600,1
"EA Edwards Assoc",5600,1
"Tremont Strategies Group",5600,1
"Dwight Shugert Farms",5600,1
"Trideum Corp",5600,1
"Dulany Ind",5600,1
"Tropicana Animal Hospital",5600,1
"Unit Crane",5600,1
"True Wind Capital",5600,1
"Cedars-Sinai Medical Center",5600,1
"Dr Don R McCanne MD",5600,1
U-Line,5600,1
"UBS Securities",5600,1
"Celdara Medical",5600,1
"Douglas Legum Development",5600,1
"Douglas Emmett Inc",5600,1
"Dos Robles Vineyards",5600,1
"US Marine Inc",5600,1
"Union Concrete",5600,1
"Disney Studio",5600,1
"Viterbi Group",5600,1
"Voss Auto",5600,1
"Crystal & Co",5600,1
"Coherent Technical Services",5600,1
"Williams & Connolly",5600,1
"AMFM Inc",5600,1
"City & County of San Francisco, CA      ",5600,1
"Winstar Properties",5600,1
"Wintec Energy",5600,1
"Com Investments",5600,1
"Wolff Co",5600,1
"Colonial Oil Industries",5600,1
A2i2,5600,1
"Woodforest Financial Group",5600,1
"A&R Asset Management",5600,1
"Colantuono, Highsmith & Whatley",5600,1
"Codina Group",5600,1
"Willett Advisors",5600,1
"Civic Philanthropist",5600,1
"Coborn's Inc",5600,1
"Cobb Investments LLP",5600,1
"Xavient Information Systems",5600,1
"Clovis Unified School District",5600,1
"Clivus Multrum",5600,1
"Clack Corp",5600,1
"Clearpath Action",5600,1
"Clear Path Foundation",5600,1
Zivity,5600,1
"Zoom Foundation",5600,1
"Clear Path",5600,1
"William T Poe & Assoc",5600,1
"Willard Asphalt",5600,1
"Adler Group",5600,1
"Weinstein Properties",5600,1
"Crenshaw Managament Co                            ",5600,1
"Wallace & Graham",5600,1
"Adage Capital",5600,1
"Walsh & Kelly",5600,1
"Wand Partners",5600,1
"Cpi Security Systems",5600,1
"Cox Oil",5600,1
"Washington Strategic Consulting",5600,1
"Waters Capital Partners",5600,1
"Choate, Hall & Stewart",5600,1
"Chotin Group",5600,1
"Waypoint Consulting",5600,1
"Welch Group",5600,1
"Connolly Coastal Capital",5600,1
"Access Medical Clinic",5600,1
"Cottonwood Financial",5600,1
"Wessex 504",5600,1
"Cornerstone Solutions",5600,1
"Cornerstone Govt Relations",5600,1
"Cornerstone Consultants",5600,1
"Westlands Water District",5600,1
"Wheels Inc",5600,1
"White Ops",5600,1
"Continental Investors",5600,1
"Wholesale Electric Supply",5600,1
"Consolidated Electrical Distributors",5600,1
"Total Quality Logistics",5600,1
"Economic Security Project",5600,1
"Amersia Bank",5600,1
"Ed Bell Law",5600,1
"Sol Goldman Investments",5600,1
"South Houston Asphalt & Concrete LLC",5600,1
"Flowers Oil",5600,1
"Florida Sun Realty",5600,1
"Capital Midwest",5600,1
"Capital Midwest Fund",5600,1
"Special Intelligence Service",5600,1
"Fisher Park Capital",5600,1
Ssc,5600,1
"First Korean Baptist Church of Phila",5600,1
"St George's University                            ",5600,1
"St Pauly Textile",5600,1
"Stanbridge University Vet Tech Prog",5600,1
"Stand Up America",5600,1
"First Financial Bank Usa",5600,1
"Standard Motor Products",5600,1
"Finley Resources",5600,1
"Finkelstein Law Firm",5600,1
"Star Pipe Products",5600,1
"Starr Camargo Bridge Co",5600,1
"Financial Renaissance",5600,1
"Patrick Yarns",5600,1
"Fieldale Farms",5600,1
"American Dnd",5600,1
"Fiduciary Management Inc",5600,1
"Felix Chi-Ming Yip Md",5600,1
"Card Monroe",5600,1
"Society for Human Resource Management",5600,1
"Snf USA",5600,1
"Four M Capital",5600,1
"Frontline Insurance",5600,1
"Gardner Tanenbaum Holdings",5600,1
"Galliker Dairy",5600,1
"Gainesville Milling",5600,1
"GG Greene Enterprises",5600,1
"GFI Group",5600,1
"Seville Classics                                  ",5600,1
"Sewell Automotive",5600,1
"GAN Corp",5600,1
"Sheehy Auto Stores",5600,1
"Fuzzy Door Productions",5600,1
"Futsoc                                            ",5600,1
"Sherwood Equities",5600,1
"Fried Rogers Goldberg",5600,1
"Four M Investments",5600,1
"Sidley Austin Llp",5600,1
"Freres Lumber",5600,1
"Silver Companies",5600,1
"Freedom Capital Partners",5600,1
"Franklin Templeton Investments",5600,1
"American Renal Assoc",5600,1
"Sinai Hospital",5600,1
"Campos Brothers Farms",5600,1
"Skye Asset Management",5600,1
"Skyhorse Publishing",5600,1
"Smart Elevators",5600,1
"Smith Asset Management",5600,1
"Fast Food Systems",5600,1
"Far Star Ventures",5600,1
"Sterling Partners",5600,1
"Tensor Engineering",5600,1
"Taal Capital",5600,1
Tactyx,5600,1
"Tai Ginsberg & Assoc",5600,1
"Tailwind Technologies",5600,1
"Tamalpais Internal Medicine",5600,1
"Tan World",5600,1
"Envirovac Holdings",5600,1
Envirosep,5600,1
"Carol H Williams Advertising",5600,1
"Telspan Inc",5600,1
"English, Munger & Rice",5600,1
"Engineering Micro Research Inc",5600,1
"Teres R Getman Innerprizes LLC",5600,1
"Equinox Partners",5600,1
"Carolina Business Interiors",5600,1
"The Book Stall",5600,1
Emp,5600,1
"The Foundry",5600,1
"Case & Assoc",5600,1
"Elk Finance",5600,1
"Thomas & Hutton",5600,1
"Thompson Hardwoods",5600,1
"Tilson Built Co",5600,1
"Castellini Co",5600,1
"Tlc Kids Group",5600,1
"Tohono O'Odham Nation",5600,1
"Epoch Properties",5600,1
"Carnival Corp                                     ",5600,1
"Sterling Risk",5600,1
"Fabiani & Co",5600,1
"Family Service of Morris County",5600,1
"Falic Group",5600,1
"Steves Doors",5600,1
"Fairchild Venture Capital",5600,1
"Stonecourt Capital",5600,1
"Storage Pros Management",5600,1
"Straight Path Communications",5600,1
"Strata Decision Technology",5600,1
"Fagundes Dairy",5600,1
"Stray Dog Capital",5600,1
"Stream Line Circle LLC",5600,1
"Strelitzia Ventures",5600,1
"Sturm Financial Group",5600,1
"Estate & Trust Advisors",5600,1
"Styleline Magazine",5600,1
"FLH Co",5600,1
"Summa Health System",5600,1
"Summit Hospitality Group",5600,1
"Exploramed Development",5600,1
"Sunbeam Television",5600,1
"Superior Ambulance Service",5600,1
"Everglades Foundation",5600,1
"Susser Holdings Ii LP",5600,1
"Swan Farm & Aviation",5600,1
"Swerdfeger Construction",5600,1
"Carmen Group",5600,1
"Hub International",5600,1
"001 Corp",5600,1
"Patrick P Lee Foundation",5600,1
"Beal Properties",5600,1
"Minson Corp",5600,1
"Kreindler & Kreindler",5600,1
"Ml Motorsports",5600,1
"Kp Kauffman Co",5600,1
"Mmr Power Solutions LLC",5600,1
"Boenker Group of Companies",5600,1
"Monolithic Power Sys",5600,1
"Monterey Bay Aquarium",5600,1
"Bronx Defenders",5600,1
"Montezuma Wetlands LLC",5600,1
"Intermedia Partners",5600,1
"Moran Exploration",5600,1
"Brodsky Organization",5600,1
Morgenthaler,5600,1
"Kv Kumar & Assoc",5600,1
"Bohemian Foundation",5600,1
"Morris Silverman Management",5600,1
"Klein Financial",5600,1
"Ohio West Virginia Excavating Co",5600,1
"Kitu Systems",5600,2
"Broadlands Holdings",5600,1
"Offit Capital",5600,1
"Moye Giles Llp",5600,1
Officer,5600,1
"Mpa Healthcare Solutions",5600,1
"Mpi Research",5600,1
"Bonitz of Ga",5600,1
"King Wire Inc",5600,1
"Ks Shugert Family Farm",5600,1
Optima,5600,1
"Melton Truck Lines",5600,1
"Believe In America PAC                            ",5600,1
"Law Office of Asim Ghafoor",5600,1
"Mental Health Assoc In Indian River",5600,1
"Inland Empire Paper",5600,1
"Mercedes-Benz of South Charlotte",5600,1
"Lapolt Law",5600,1
"Merritt Properties",5600,1
"Blue Wolf Capital Partners",5600,1
"Bell Legal Group",5600,1
"Metropolitan Recycling",5600,1
"Inland Empire Strikes PAC",5600,1
"Orscheln Products",5600,1
"Orscheln Management",5600,1
"Innovation Performance Technologies",5600,1
"Origin Ventures",5600,1
"L&E Bottling Co",5600,1
"Bluewater Wireless",5600,1
"Organic Basic Food",5600,1
"Integer Health                                    ",5600,1
"LWRC International",5600,1
"Midland Surgical Assoc",5600,1
"Orbital Insight",5600,1
"LS Power",5600,1
"LNK Partners",5600,1
"Orange Coast Title Co",5600,1
"Midwest Stihl",5600,1
"LIM College",5600,1
Miller,5600,1
"Brookhill Corp",5600,1
"King Street Wireless",5600,1
"Boston Beer Co",5600,1
"N&K Commercial Property",5600,1
"Bain & Co",5600,1
"Baldwin Interests",5600,1
"Joseph Kushner Hebrew Academy",5600,1
"J5 Assoc",5600,1
"Nu Image Medical",5600,1
"Joseph Family Holdings",5600,1
"Nps Inc",5600,1
"Bracewell & Giviliani",5600,1
"Nederlander Organization",5600,1
"Nederlander Productions",5600,1
Neorologist,5600,1
"BET Networks",5600,1
Neuropace,5600,1
"New Pacific Realty",5600,1
"Northstream Develop",5600,1
"NGL Energy Partners",5600,1
"Jack Lawton Inc",5600,1
"Jerry Reinsdorf/Chicago Bulls/White Sox",5600,1
"Newmark & Co",5600,1
"Newton Farms",5600,1
"BW Management",5600,1
"Jed Manocherian",5600,1
"Nhp Inc",5600,1
"Northern Virginia Community College",5600,1
"Jackson Hole Group",5600,1
"Nierenberg Investment Management",5600,1
Nih,5600,1
"BRH Garver Construction LP",5600,1
"North American Rescue Products",5600,1
"Journey To Hope Health & Healing",5600,1
"Joyce, Meredith, Flitcroth And",5600,1
Jrei,5600,1
"KLM Equities",5600,1
"Bristol Manufacturing",5600,1
"Key Whitman Eye Center",5600,1
Nanosolar,5600,1
"Key Square Capital Management",5600,1
"NatPAC 1947",5600,1
"Barr Foundation",5600,1
"Kerya Properties",5600,1
"Irby Investments",5600,1
"Kennedy Group",5600,1
"Kenco Group",5600,1
"Barnes Group",5600,1
"Barnard College",5600,1
"Ober, Kaler et al                       ",5600,1
"Pathway Services",5600,1
"Barbara Lee Family Foundation",5600,1
"Keeneland Capital",5600,1
"Kc Development",5600,1
"Barasch, McGarry et al",5600,1
"Banyan Family Business Advisors",5600,1
"Katherman Co",5600,1
"Kaste Seed",5600,1
"Kassouf Real Estate Co",5600,1
"BBC Inc",5600,1
"Kansas City Royals",5600,1
"Kampack Inc",5600,1
"O'Brien Homes",5600,1
"Kali P Chaudhuri MD",5600,1
"Outdoor Communications Inc",5600,1
"Minilec Service LLC",5600,1
"Outten & Golden Llp",5600,1
"Bloodworth Wholesale                              ",5600,1
"Brune Law Pc",5600,1
"Mason Livesay Scientific",5600,1
"Bruce McCaw Co",5600,1
"IL Birth To Five Pac",5600,1
"Meeting House",5600,1
Icg,5600,1
"Lockheed Martin Aeronautics",5600,1
"Blockchain Assn",5600,1
"Icon Business Management",5600,1
"Lkd Aerospace",5600,1
"Masterson Foods",5600,1
"Mathews Management Co",5600,1
"Bi-Con Services",5600,1
"Matrix Biology Institute",5600,1
"Matthew Pritzker Co",5600,1
"Link Industrial Properties",5600,1
"PSP Partners",5600,1
"Browning Investments",5600,1
"Betz Industries                                   ",5600,1
"McAleese & Assoc",5600,1
"McConstruction Consultants",5600,1
"Lime Rock Management",5600,1
"Bestpractices Usa",5600,1
"McFall & Barry Landscape Management",5600,1
"Palo Alto High School",5600,1
"Mark Arbeiter Farms",5600,1
Life,5600,1
"Parkdale Mills",5600,1
"Passion Growers",5600,1
"Black Diamond Capital Partners",5600,1
"Partnership for Medicaid Home-Based Care",5600,1
"Macklar LLC",5600,1
"Macneil Automotive Products Unlimited",5600,1
"Maddog Technology",5600,1
"Participant Media",5600,1
"Parkwood Corp",5600,1
"M7 Technologies",5600,1
"M3p Energy                                        ",5600,1
"Blackhawk Minerals LLC",5600,1
"Park Tower Group",5600,1
"Hurt, Norton & Assoc",5600,1
"Lower Elwha Klallam Tribe",5600,1
"Hunters Capital",5600,1
Blackline,5600,1
"Loves Travel Stops & Country Stores",5600,1
Bryanlgh,5600,1
"Manpower San Diego",5600,1
"Mansefeldt Investment",5600,1
"Loves Travel Stop",5600,1
"Louisiana Machinery",5600,1
"Mardirossian & Assoc",5600,1
"Longford Capital Management",5600,1
Lifebrite,5600,1
"BMO Harris Bank",5600,1
"McKinsey & Co",5600,1
"Bennett Ventures LP",5600,1
"Blue Ridge Companies",5600,1
"PACE Communications",5600,1
"Bergson & Co",5600,1
"PI Holdings",5600,1
"Legend Senior Living",5600,1
"Overlake Internal Medicine",5600,1
"Legal Aid of Md",5600,1
"Leanna Cumber & Assoc",5600,1
"P&S Ventures",5600,1
"Indiana Ice Hockey",5600,1
PIMCO,5600,1
"Lester Brokerage",5600,1
"Lennar Corp",5600,1
"Leifer Capital Advisors",5600,1
"McKenzie Laird Ottinger Leach",5600,1
"Meador Staffing Services",5600,1
Certara,5510,1
"Presidio Components",5500,1
Ceb,5500,1
"Wayfair LLC",5500,1
"Old National Bank In Evansville",5500,1
"The Time Group",5500,1
"People for Ben",5500,1
"Pike Corp",5500,1
"Med-Pay Inc",5500,1
"Gaines & Co",5500,1
"American Federation of Musicians",5500,1
"Fried Companies",5500,1
"Allied Pilots Assn",5500,2
"Sac Soccer Entertainment & Holdings",5500,1
Colepak,5500,1
"Vineyard Vines",5500,1
"Professional Compounding Centers of America",5500,1
"Capital Brands",5500,1
"Zink Distributing",5500,1
"North Carolina Farm Bureau",5500,2
"Arcata Assoc",5500,1
"Macarthur Foundation",5500,1
"MS Woods Real Estate LLC",5500,1
"Puget Sound Energy",5500,1
"Southern Cotton Growers Inc",5500,2
"Daiichi Sankyo Inc",5500,1
"Bond Restoration",5493,1
"Cadillac Casting Inc",5450,1
"Keleher & McLeod",5440,1
"Abafard LLC",5432,1
"Jackson Family Wines",5430,1
"Mesa Capital Partners",5400,1
"Sonos Inc",5400,1
"Manekin LLC",5400,1
"Forest County Potawatomi Community",5400,1
"Smithers Merchant Builders",5400,1
"Skylift Global",5400,1
"Shreve & Co",5400,1
"Don Bennett Moon PC",5400,1
"Sinclair Co",5400,1
"Dkt Liberty Project",5400,1
"Medmen Opportunity Fund Ii Lp",5400,1
"M Shanken Communications",5400,1
"Ballard Partners",5400,1
"Wize Solutions",5400,1
"Jones & Crane Attorney                            ",5400,1
"Silver Bells",5400,1
"Leach Capital",5400,1
Medmen,5400,1
"Showbiz Cinemas",5400,1
"Sea View Inn At the Beach",5400,1
"Frost Bank",5400,1
"Ft Worth Holdings",5400,1
"Nolan Brothers Inc",5400,1
"1901 Partners",5400,1
Runningbrooke,5400,1
"Diamond Plaza",5400,1
"Zeus Manuracturing",5400,1
"Zeus Inc                                          ",5400,1
"Clorox Co",5400,1
"SOS International LLC",5400,1
"Ca Sty for Democracy In Iran",5400,1
"Saginaw Chippewa Indian Tribe",5400,1
"Club Corp International                           ",5400,1
"Mercer Family Foundation",5400,1
"Allen Mineral & Royalty LLC",5400,1
"Allergan Plc",5400,1
"Saulsbury Industries",5400,1
"Save Our Heritage",5400,1
"Wynnewood Advisors",5400,1
"Amfm Inc",5400,1
"SchoolsFirst Federal Credit Union",5400,1
"Gates Mineral",5400,1
"MCA Assciates",5400,1
"Secure World Foundation",5400,1
"Galileo Global Advisors",5400,1
"Worlwide Aeros",5400,1
"Seville Classics",5400,1
"GBA Assoc",5400,1
"Word & Brown",5400,1
"Southern Multifoods Inc",5400,1
"Town of Canton, MA",5400,1
"AJ Dwoskin & Assoc",5400,1
"Van Ameringen Foundation",5400,1
"Maximus Real Estate Partners",5400,1
Trg,5400,1
"Adams Resources & Energy",5400,1
"Texas Wired Music                                 ",5400,1
"Texas Star Investments",5400,1
"Moses Inc                                         ",5400,1
"Wang Partnership",5400,1
"Kimmins Contracting",5400,1
"Teledyne Technologies",5400,1
"Chilton Investments",5400,1
"Team Health",5400,1
"Taylor Energy",5400,1
"Eplanet Capital                                   ",5400,1
"McQueary, Henry et al                   ",5400,1
"Kokosing Construction",5400,1
"Third Security",5400,1
"Thomas Law Group",5400,1
Casepoint,5400,1
"Jadabe Properties",5400,1
"Vinyl Technology",5400,1
"Educational Playcare",5400,1
"Edison Properties",5400,1
"ECPI College of Technology",5400,1
"Timberland Co",5400,1
"Alterra Capital Holdings",5400,1
Kxla-Tv,5400,1
"Cato Institute",5400,1
"Liftable Media",5400,1
"Tomassian Throckmorton et al",5400,1
"Venture Global",5400,1
"Torch Technologies",5400,1
"Datron World Communications",5400,1
"Dssw Management Services",5400,1
"Fleetpride                                        ",5400,1
"Douglas E Barnhart Inc",5400,1
"Contrarian Group",5400,1
"Marine Essence Biosciences",5400,1
"DKT Liberty Project",5400,1
"State Farm Insurance",5400,1
"Katie's Seafood Market",5400,1
"Los Angeles Chargers",5400,1
"Almo Corp",5400,1
"Espejo Energy",5400,1
"US Navy Reserve",5400,2
"Kasowitz, Benson, Torres",5400,1
"Standard General",5400,1
"Cellnorth Inc",5400,1
"Kanawha Stone Co",5400,1
"Metromont Corp",5400,1
"Cincinnati Bengals",5400,1
"Agua Caliente Band of Cahuilla Indians",5400,1
"Chapman Development",5400,1
"Western States Investment",5400,1
"Barnum Timber Co",5400,1
Aaa,5400,1
"Leaffer Law Group",5400,1
"Mashantucket Pequot Tribal Nation",5400,1
"Barrett Outdoor Communications",5400,1
"Structured Portfolio Management LLC",5400,1
"Mason Capital Management",5400,1
"Council Tree Investors LLC",5400,1
"NYU Langone Medical Center",5400,1
"Suncoast Financial",5400,1
"Turnaround for Children Inc",5400,1
"Ewing Constructions Co",5400,1
"Susser Holdings",5400,1
"Sycuan Band of the Kumeyaay Nation",5400,1
"American Contractors Insurance Group",5400,1
"Pape Dawson Engineers                   ",5400,1
"Gulf South Capital",5400,1
"Goldy Auto",5400,1
"International Education Foundation",5400,1
"Green Oregon Enterprises",5400,1
"Grupo Vl LLC",5400,1
"Partner Fund Management",5400,1
"Gr Energy Services",5400,1
"Pence Wealth Management",5400,1
"Pokagon Band of Potawatomi Indians",5400,1
"Perot Systems",5400,1
"Rgmr Management Co                            ",5400,1
"Great Far East",5400,1
"Auto Club",5400,1
"Pacific Properties",5400,1
"Gonzalez & Assoc",5400,1
"Guyan Machinery Co",5400,1
"Heritage Properties",5400,1
"Renova Energy",5400,1
"Repcon Inc",5400,1
"Asset Advisors",5400,1
"COUNCIL TREE COMMUNICATIONS",5400,1
Odin,5400,1
"Pursuit of Excellence",5400,1
"Ray Investments",5400,1
"CPP Inc",5400,1
"On 24",5400,1
"Quest                                             ",5400,1
"Permco Tianjin",5400,1
"Ave Maria Foundation",5400,1
"Ost Inc",5400,1
"Park & Washington LLC",5400,1
"Horan Assoc                                       ",5400,1
"Harris Assoc",5400,1
"Independent Education Management Profe",5400,1
"Brown, McMahon & Weinraub",5400,1
"Rlb Contracting",5400,1
"Armour Properties",5400,1
"Artisan Business Group",5400,1
"Pioneer Conveyor",5400,1
"Primary Care Center",5400,1
"Rok Acqusitions LLC",5400,1
Ischemix,5400,1
"Broadway Land Co",5400,1
"Hendricks Holding Co",5400,1
"Herndon Fir Partners",5400,1
"PLK Communities LLC                               ",5400,1
"Bayou City Broadcasting",5352,1
"Piping Technology & Products",5300,1
"BJ Kitchen Floor",5300,1
"Sterling Petroleum",5300,1
"Net Management",5300,1
"Carroll Distributing Co",5300,1
"Beverly C Walters MD",5300,1
"Applewood Plumbing Heating & Electric",5300,1
Bancfirst,5300,1
"Healing Living Systems",5255,1
"North Shore Exchange",5250,1
"Industrial Service Products",5250,1
"Smoot Construction",5250,1
"Plauche & Carr Llp",5240,1
"Wilheit Packaging",5200,1
"Kaufman, Semeraro & Leibman",5200,1
"Rochester Medical                                 ",5200,1
"Jaan Health",5200,1
"MACH Engineering LLC",5200,1
"Azar Decorating",5200,1
"Dilworth Paxson LLP",5200,1
"Joel M Weissman PA",5200,1
"Netsuite Inc",5200,1
Tap,5200,1
"Hanks Fine Furniture",5200,1
"Peopletec Inc",5050,1
"United Auto Workers                     ",5010,1
"Bank Policy Institute",5000,1
"National Assn of Surety Bond Producers",5000,1
"Meadows for Congress",5000,3
"Ansh Labs",5000,1
"Horizon Therapeutics",5000,1
"Tpp Export America",5000,1
"Western Sugar Cooperative",5000,1
"Healthstar Physicians of Hot Springs",5000,1
"Healthstar Physicians of Hot Springs, Pl",5000,1
Fiscalnote,5000,1
"Utility Workers Union of America",5000,1
"Ste Michelle Wine Estates",5000,1
"Red Rock Resorts",5000,1
"Annaly Capital Management",5000,1
"Stephens Pipe & Steel",5000,1
"American Conservative Union",5000,1
"Long Beverage",5000,1
"Biotech Investor",5000,1
"PA Ocean Realty",5000,1
"Responsibility & Freedom Work PAC",5000,1
"J Alexander",5000,1
"Kansas Leadership PAC",5000,1
Iwgroup,5000,1
"Mississippi ACRE",5000,1
"Bray Ace Hardware",5000,1
"Arvest Bank Group",5000,1
"National Marine Manufacturers Assn",5000,2
"Debest Plumbing",5000,1
"Financial Center Credit Union",5000,1
"Avangrid Inc",5000,1
"Arylessence Inc",5000,1
"AO Hardee & Sons                        ",5000,1
"Mail Services LLC",5000,1
"Capital Resorts Group",5000,1
"PAC for a Level Playing Field",5000,1
"Sportsman's Warehouse",5000,1
"Republicans In Congress Empowering America",5000,1
"Nvg LLC",5000,1
"American Fuel & Petrochem Manufacturers",5000,1
"Florida Congressional Cmte",5000,1
"National Peanut Buying Points Assn",5000,1
"Southeastern Lumber Manufacturers Assn",5000,1
"Kabro Assoc",5000,1
"Keeping America Competitive PAC",5000,1
"National Pro-Life Alliance",5000,1
"Oasis Outsourcing",5000,1
"US National Arboretum",5000,1
"Barask Inc",5000,1
"Keurig Dr Pepper",5000,1
"Woodbranch Investments                            ",5000,1
"National Assn of Federally Insured Credit Unions",5000,1
"Kirlin Co",5000,1
"Appalacian Recovery Center",5000,1
"Communications Workers Local 13000",5000,1
"Memorial Health System",5000,1
"RR Donnelley & Sons",5000,1
"Technical Maintenance Support Inc",5000,1
"WellCare Health Plans",5000,1
"Hollywood Animal Hospital",5000,1
"Offen Petroleum Inc",5000,1
"Operating Engineers Local 150",5000,1
"American Academy of Otolaryngology",5000,1
"Tanium Inc",5000,1
"Odom Corp",5000,1
"Hascor Group",5000,1
"Operating Engineers Local 324",5000,1
"Hall, Render et al",5000,1
"Managed Funds Assn",5000,1
"Movado Group",5000,1
"Tenn PAC",5000,1
"International Bottled Water Assn",5000,1
"People's United Bank",5000,1
"United Fresh Produce Assn",5000,1
Apwhc,5000,1
"Thompson Sales",5000,1
"Latino Victory Fund",5000,1
"Moriah Group",5000,1
"AGM Consulting Services",5000,1
"AG Processing",5000,1
"America Forward PAC",5000,1
"RGA Reinsurance",5000,1
"HDK Investment",5000,1
"Endo Pharmaceuticals",5000,1
"Thoroughbred PAC",5000,1
"Texas Cattle Feeders Assn",5000,1
"Universal Music Group",5000,1
"Presidio Partners",5000,1
"Boilermakers Union Local 85",5000,1
"Auto Care Assn",5000,1
"TD Bank USA",5000,1
"Equality PAC",5000,1
"National Alliance of Forest Owners",5000,1
"FS Investments",5000,1
"Unisys Corp",5000,1
"Bridgepoint Education",5000,1
"Strickland Readings                               ",5000,1
"Community Oncology Alliance",5000,1
"BancorpSouth Bank",5000,1
"Women's Cancer Center of Nevada",5000,1
"National Asphalt Pavement Assn",5000,1
"Cive Inc",5000,1
"Union Plaza",5000,1
"National Assn of Chain Drug Stores",5000,1
"Populus Financial Group",5000,1
"Hope Medical Institute                            ",5000,1
"Mainstream PAC",5000,1
"National Assn of Development Companies",5000,1
"Osi Systems",5000,1
"Port Washington Schools",5000,1
"Together Holding Our Majority PAC",5000,1
"Cooperative of American Physicians",5000,1
"Swiss Re America",5000,1
"Mutual of Omaha",5000,1
"Lowey Dannenberg",5000,1
"Portland General Electric",5000,1
"Monte Sano Research",5000,1
"Edi Media Inc",5000,1
"Operating Engineers Local 542",5000,1
"International Council of Shopping Centers",5000,1
"Bates Amusement",5000,1
"Denali Leadership PAC",5000,1
"Portland Cement Assn",5000,1
"Halliburton Co",5000,1
"Depcom Power",5000,2
"Lytal, Reiter et al",5000,1
"Boehringer Ingelheim Corp",5000,1
"Sunrise Clinical Services",5000,1
"Porter & Chester Institute",5000,1
"Society for Vascular Surgery",5000,1
"Grand Acre LLC",5000,1
"Congressional Progressive Caucus PAC",5000,1
"New World Strategies",5000,1
"Z Capital Mgmt",5000,1
"Biourja Trading",5000,1
"New Jersey State Afl-Cio",5000,1
"Progressive Turnout Project                       ",5000,1
"Gemcor Inc",5000,1
"Jim Norton Auto Group",5000,1
"Jim Glover Chevrolet                              ",5000,1
"AutoZone Inc",5000,1
"Laboratory Corp of America",5000,1
"New River Electrical",5000,1
"Cotiviti Corp",5000,1
"Try-It Distributing",5000,1
"Independent Assn of Contnental Pi",5000,1
"An Qiao Group Ny LLC",5000,1
"Sandata Technologies",5000,1
"Trophy Automotive Dealer Group",5000,1
"Aaron's Inc",5000,1
"Jobs Education & Families First",5000,1
"Sentry Insurance",5000,1
"Arkansas for Leadership",5000,1
"Brasfield & Gorrie",5000,1
"Adp Corp",5000,1
"American Sportfishing Assn",5000,1
Adp,5000,1
"California Coast Credit Union",5000,1
"Senior Care Pharmacy Coalition",5000,1
"Jobs, Opportunity & New Ideas PAC",5000,1
"Bobby Gale Chrysler",5000,1
"Automotive Free International Trade PAC",5000,1
"Lone Star Leadership PAC",5000,1
"Your Voice Counts",5000,1
"Brotherhood of Locomotive Engineers & Trainmen",5000,1
"CalPortland Co",5000,1
"Marathon Group",5000,1
"Cadence Bank",5000,1
"G Magazine",5000,1
"Turquoise PAC",5000,1
"Glick Family Foundation",5000,1
Andeavor,5000,1
"Pandora Media",5000,1
"Jawad A Shah Md Pc",5000,1
"Mass PAC",5000,1
"We Are PAC",5000,1
"Believe in Life Liberty Yourself",5000,2
"MMC Corp",5000,1
"Hudson Housing Capital",5000,1
"Go PAC Go",5000,1
"Hk99 Realty LLC",5000,1
