donation_number,donor,legislator,amount,releasedate
9862,"Prudential Financial",N00035282,5000,"2019-10-16 00:00:00 +0000"
9863,"RGA Reinsurance",N00035282,5000,"2019-10-16 00:00:00 +0000"
9864,"UnitedHealth Group",N00035282,5000,"2019-10-16 00:00:00 +0000"
9865,"US Tool Group",N00035282,5000,"2019-10-16 00:00:00 +0000"
9866,"Valero Energy",N00035282,5000,"2019-10-16 00:00:00 +0000"
9867,"Williams Companies",N00035282,5000,"2019-10-16 00:00:00 +0000"
9868,"Gibbons PC",N00035267,52725,"2019-10-16 00:00:00 +0000"
9869,NorPAC,N00035267,44600,"2019-10-16 00:00:00 +0000"
9870,"Sullivan & Cromwell",N00035267,43680,"2019-10-16 00:00:00 +0000"
9871,"Simpson, Thacher & Bartlett",N00035267,36750,"2019-10-16 00:00:00 +0000"
9872,"Charmer Sunbelt Group",N00035267,35100,"2019-10-16 00:00:00 +0000"
9873,"Blackstone Group",N00035267,28900,"2019-10-16 00:00:00 +0000"
9874,"Allied Wallet",N00035267,25800,"2019-10-16 00:00:00 +0000"
9875,"Conduent Inc",N00035267,25147,"2019-10-16 00:00:00 +0000"
9876,"Apollo Management",N00035267,23100,"2019-10-16 00:00:00 +0000"
9877,"Atrium Health & Senior Living",N00035267,21600,"2019-10-16 00:00:00 +0000"
9878,"Nimeks Organics",N00035267,21600,"2019-10-16 00:00:00 +0000"
9879,"Creative Artists Agency",N00035267,19450,"2019-10-16 00:00:00 +0000"
9880,"Cole Schotz PC",N00035267,18100,"2019-10-16 00:00:00 +0000"
9881,"Sills, Cummis & Gross",N00035267,18000,"2019-10-16 00:00:00 +0000"
9882,"Diamond Castle Holdings",N00035267,16200,"2019-10-16 00:00:00 +0000"
9883,"Eton Park Capital Management",N00035267,16200,"2019-10-16 00:00:00 +0000"
9884,"Normandy Real Estate Partners",N00035267,16200,"2019-10-16 00:00:00 +0000"
9885,"Carella, Byrne et al",N00035267,16150,"2019-10-16 00:00:00 +0000"
9886,"Lowenstein Sandler Llp",N00035267,16055,"2019-10-16 00:00:00 +0000"
9887,"Greenberg Traurig LLP",N00035267,15910,"2019-10-16 00:00:00 +0000"
9888,JStreetPAC,N00035278,13000,"2019-10-16 00:00:00 +0000"
9889,"L3 Technologies",N00035278,10000,"2019-10-16 00:00:00 +0000"
9890,"Operating Engineers Union",N00035278,10000,"2019-10-16 00:00:00 +0000"
9891,"Teamsters Union",N00035278,10000,"2019-10-16 00:00:00 +0000"
9892,"Massachusetts General Hospital",N00035278,7175,"2019-10-16 00:00:00 +0000"
9893,"Cambridge Assoc",N00035278,6600,"2019-10-16 00:00:00 +0000"
9894,"Akin, Gump et al",N00035278,6500,"2019-10-16 00:00:00 +0000"
9895,"Commonwealth of Massachusetts",N00035278,6130,"2019-10-16 00:00:00 +0000"
9896,"Beacon Health Options",N00035278,6000,"2019-10-16 00:00:00 +0000"
9897,"Avenue Solutions",N00035278,5750,"2019-10-16 00:00:00 +0000"
9898,"Massachusetts Institute of Technology",N00035278,5660,"2019-10-16 00:00:00 +0000"
9899,"Analysis Group",N00035278,5600,"2019-10-16 00:00:00 +0000"
9900,"Barbara Lee Family Foundation",N00035278,5600,"2019-10-16 00:00:00 +0000"
9901,"Blue Haven Initiative",N00035278,5600,"2019-10-16 00:00:00 +0000"
9902,"Diamond Castle Holdings",N00035278,5600,"2019-10-16 00:00:00 +0000"
9903,"Family Service of Morris County",N00035278,5600,"2019-10-16 00:00:00 +0000"
9904,"Jed Manocherian",N00035278,5600,"2019-10-16 00:00:00 +0000"
9905,Lifeyield,N00035278,5600,"2019-10-16 00:00:00 +0000"
9906,"LNK Partners",N00035278,5600,"2019-10-16 00:00:00 +0000"
9907,"Meeting House",N00035278,5600,"2019-10-16 00:00:00 +0000"
9908,"University of Massachusetts/Boston                ",N00035278,5600,"2019-10-16 00:00:00 +0000"
9909,"Pilot Catastrophe Services",N00035380,58800,"2019-10-16 00:00:00 +0000"
9910,"Hoar Construction",N00035380,26800,"2019-10-16 00:00:00 +0000"
9911,"Jim Wilson & Assoc",N00035380,26800,"2019-10-16 00:00:00 +0000"
9912,"Brett/Robinson Inc",N00035380,24500,"2019-10-16 00:00:00 +0000"
9913,"Magnolia Marketing",N00035380,21600,"2019-10-16 00:00:00 +0000"
9914,"Protective Life Corp",N00035380,20000,"2019-10-16 00:00:00 +0000"
9915,"Drummond Co",N00035380,19600,"2019-10-16 00:00:00 +0000"
9916,"Adams & Reese",N00035380,17800,"2019-10-16 00:00:00 +0000"
9917,"COLSA Corp",N00035380,16800,"2019-10-16 00:00:00 +0000"
9918,"Flora-Bama Package & Lounge                       ",N00035380,16800,"2019-10-16 00:00:00 +0000"
9919,"Gulf Distributing Holdings",N00035380,16800,"2019-10-16 00:00:00 +0000"
9920,"Pepsi Cola Bottling Co of Atmore",N00035380,16800,"2019-10-16 00:00:00 +0000"
9921,"RDV Corp",N00035380,16800,"2019-10-16 00:00:00 +0000"
9922,"Saad Enterprises",N00035380,16800,"2019-10-16 00:00:00 +0000"
9923,"McWane Inc                                        ",N00035380,16000,"2019-10-16 00:00:00 +0000"
9924,"J Smith Lanier & Co                               ",N00035380,14000,"2019-10-16 00:00:00 +0000"
9925,"Great Southern Wood Preserving",N00035380,12400,"2019-10-16 00:00:00 +0000"
9926,Cooper,N00035380,12200,"2019-10-16 00:00:00 +0000"
9927,"Columbia Southern University",N00035380,12000,"2019-10-16 00:00:00 +0000"
9928,"Vulcan Materials",N00035380,12000,"2019-10-16 00:00:00 +0000"
9929,"House Freedom Fund",N00036013,188486,"2019-06-10 00:00:00 +0000"
9930,"Club for Growth",N00036013,70085,"2019-06-10 00:00:00 +0000"
9931,"Altria Group",N00036013,17500,"2019-06-10 00:00:00 +0000"
9932,"Senate Conservatives Fund",N00036013,11210,"2019-06-10 00:00:00 +0000"
9933,"Dp Fox Ventures",N00036013,10800,"2019-06-10 00:00:00 +0000"
9934,"UM Holdings",N00036013,10800,"2019-06-10 00:00:00 +0000"
9935,"Virginia Cancer Institute",N00036013,10800,"2019-06-10 00:00:00 +0000"
9936,"Management Services Corp",N00036013,10700,"2019-06-10 00:00:00 +0000"
9937,"American Kidney Stone Management",N00036013,10000,"2019-06-10 00:00:00 +0000"
9938,"Koch Industries",N00036013,10000,"2019-06-10 00:00:00 +0000"
9939,"National Auto Dealers Assn",N00036013,10000,"2019-06-10 00:00:00 +0000"
9940,"Norfolk Southern",N00036013,10000,"2019-06-10 00:00:00 +0000"
9941,"Prosperity Action",N00036013,10000,"2019-06-10 00:00:00 +0000"
9942,"Gladstone Management",N00036013,9500,"2019-06-10 00:00:00 +0000"
9943,"Solers Inc",N00036013,9500,"2019-06-10 00:00:00 +0000"
9944,"Dominion Energy",N00036013,9150,"2019-06-10 00:00:00 +0000"
9945,"Page Auto Group",N00036013,9000,"2019-06-10 00:00:00 +0000"
9946,"Huizenga Capital Management",N00036013,8700,"2019-06-10 00:00:00 +0000"
9947,"Uline Inc",N00036013,8600,"2019-06-10 00:00:00 +0000"
9948,"National Assn of Home Builders",N00036013,8500,"2019-06-10 00:00:00 +0000"
9949,"MacAndrews & Forbes",N00036154,16600,"2019-10-16 00:00:00 +0000"
9950,"Cherry Hill Dodge",N00036154,11200,"2019-10-16 00:00:00 +0000"
9951,"Lockheed Martin",N00036154,10300,"2019-10-16 00:00:00 +0000"
9952,"L3 Technologies",N00036154,10015,"2019-10-16 00:00:00 +0000"
9953,"Harris Corp",N00036154,10000,"2019-10-16 00:00:00 +0000"
9954,"International Brotherhood of Electrical Workers",N00036154,10000,"2019-10-16 00:00:00 +0000"
9955,"Laborers Union",N00036154,10000,"2019-10-16 00:00:00 +0000"
9956,"Machinists/Aerospace Workers Union",N00036154,10000,"2019-10-16 00:00:00 +0000"
9957,"Northrop Grumman",N00036154,10000,"2019-10-16 00:00:00 +0000"
9958,"Painters & Allied Trades Union",N00036154,10000,"2019-10-16 00:00:00 +0000"
9959,"Raytheon Co",N00036154,10000,"2019-10-16 00:00:00 +0000"
9960,"Sheet Metal & Air Conditioning Contractors Assn",N00036154,10000,"2019-10-16 00:00:00 +0000"
9961,"UNITE HERE",N00036154,10000,"2019-10-16 00:00:00 +0000"
9962,"American Bankers Assn",N00036154,8000,"2019-10-16 00:00:00 +0000"
9963,"Boeing Co",N00036154,7500,"2019-10-16 00:00:00 +0000"
9964,"Public Service Enterprise Group",N00036154,7500,"2019-10-16 00:00:00 +0000"
9965,"Cozen O'Connor",N00036154,6600,"2019-10-16 00:00:00 +0000"
9966,"Independence Blue Cross",N00036154,6600,"2019-10-16 00:00:00 +0000"
9967,"Rowan University",N00036154,6600,"2019-10-16 00:00:00 +0000"
9968,"General Dynamics",N00036154,6500,"2019-10-16 00:00:00 +0000"
9969,"Wells Fargo",N00035451,12625,"2019-10-16 00:00:00 +0000"
9970,"United Food & Commercial Workers Union",N00035451,10000,"2019-10-16 00:00:00 +0000"
9971,"Lowe's Companies                                  ",N00035451,7750,"2019-10-16 00:00:00 +0000"
9972,"Honeywell International",N00035451,7500,"2019-10-16 00:00:00 +0000"
9973,"General Motors",N00035451,6000,"2019-10-16 00:00:00 +0000"
9974,"National Rural Electric Cooperative Assn",N00035451,5500,"2019-10-16 00:00:00 +0000"
9975,"Ally Financial",N00035451,5000,"2019-10-16 00:00:00 +0000"
9976,"American Assn for Justice",N00035451,5000,"2019-10-16 00:00:00 +0000"
9977,"American Federation of Teachers",N00035451,5000,"2019-10-16 00:00:00 +0000"
9978,"American Postal Workers Union",N00035451,5000,"2019-10-16 00:00:00 +0000"
9979,Apwhc,N00035451,5000,"2019-10-16 00:00:00 +0000"
9980,"Branch Banking & Trust",N00035451,5000,"2019-10-16 00:00:00 +0000"
9981,"Duke Energy",N00035451,5000,"2019-10-16 00:00:00 +0000"
9982,"Regions Financial",N00035451,5000,"2019-10-16 00:00:00 +0000"
9983,"SunTrust Banks/Georgia",N00035451,5000,"2019-10-16 00:00:00 +0000"
9984,TIAA,N00035451,5000,"2019-10-16 00:00:00 +0000"
9985,"Unum Group",N00035451,5000,"2019-10-16 00:00:00 +0000"
9986,"Allstate Insurance",N00035451,4000,"2019-10-16 00:00:00 +0000"
9987,"American Federation of State/Cnty/Munic Employees",N00035451,3500,"2019-10-16 00:00:00 +0000"
9988,"National Apartment Assn",N00035451,3500,"2019-10-16 00:00:00 +0000"
9989,"McKinney Capital",N00035691,22400,"2019-10-16 00:00:00 +0000"
9990,"Haebert Management",N00035691,11200,"2019-10-16 00:00:00 +0000"
9991,"Harbert Management                                ",N00035691,11200,"2019-10-16 00:00:00 +0000"
9992,Kykenkee,N00035691,11200,"2019-10-16 00:00:00 +0000"
9993,"Map Development LLC",N00035691,11200,"2019-10-16 00:00:00 +0000"
9994,"North Alabama Fabricating Co",N00035691,11200,"2019-10-16 00:00:00 +0000"
9995,"White-Spunner Construction",N00035691,11200,"2019-10-16 00:00:00 +0000"
9996,"Majority Cmte PAC",N00035691,10000,"2019-10-16 00:00:00 +0000"
9997,"BNSF Railway",N00035691,7000,"2019-10-16 00:00:00 +0000"
9998,"Smith's Inc",N00035691,5800,"2019-10-16 00:00:00 +0000"
9999,"Guideway Care                                     ",N00035691,5600,"2019-10-16 00:00:00 +0000"
10000,"Hoover Tactical",N00035691,5600,"2019-10-16 00:00:00 +0000"
10001,"McWane Inc",N00035691,5600,"2019-10-16 00:00:00 +0000"
10002,"Smith Asset Management",N00035691,5600,"2019-10-16 00:00:00 +0000"
10003,"Welch Group",N00035691,5600,"2019-10-16 00:00:00 +0000"
10004,"Alabama Power",N00035691,5000,"2019-10-16 00:00:00 +0000"
10005,"Associated Builders & Contractors",N00035691,5000,"2019-10-16 00:00:00 +0000"
10006,"Brasfield & Gorrie",N00035691,5000,"2019-10-16 00:00:00 +0000"
10007,"National Multifamily Housing Council",N00035691,5000,"2019-10-16 00:00:00 +0000"
10008,"Strickland Readings                               ",N00035691,5000,"2019-10-16 00:00:00 +0000"
10009,"Stephens Inc",N00035792,26650,"2019-10-16 00:00:00 +0000"
10010,"Bk2 Holdings",N00035792,11200,"2019-10-16 00:00:00 +0000"
10011,"American Kidney Stone Management",N00035792,10000,"2019-10-16 00:00:00 +0000"
10012,"Capital Group Companies",N00035792,10000,"2019-10-16 00:00:00 +0000"
10013,"UBS Americas",N00035792,10000,"2019-10-16 00:00:00 +0000"
10014,"Bernard Marcus Family Foundation",N00035792,9474,"2019-10-16 00:00:00 +0000"
10015,"Show Me Institute",N00035792,8476,"2019-10-16 00:00:00 +0000"
10016,"Daly Consulting Group",N00035792,8400,"2019-10-16 00:00:00 +0000"
10017,"Three Rivers Beverages                            ",N00035792,8100,"2019-10-16 00:00:00 +0000"
10018,"Ally Financial",N00035792,8000,"2019-10-16 00:00:00 +0000"
10019,"Council of Insurance Agents & Brokers",N00035792,7500,"2019-10-16 00:00:00 +0000"
10020,"Real Estate Roundtable",N00035792,7500,"2019-10-16 00:00:00 +0000"
10021,"Aspect Holdings",N00035792,7154,"2019-10-16 00:00:00 +0000"
10022,"American Property Casualty Insurance Assn",N00035792,7000,"2019-10-16 00:00:00 +0000"
10023,"State of Arkansas",N00035792,6550,"2019-10-16 00:00:00 +0000"
10024,"Ernst & Young",N00035792,6500,"2019-10-16 00:00:00 +0000"
10025,"KPMG LLP",N00035792,6500,"2019-10-16 00:00:00 +0000"
10026,PricewaterhouseCoopers,N00035792,6500,"2019-10-16 00:00:00 +0000"
10027,"Quicken Loans",N00035792,6500,"2019-10-16 00:00:00 +0000"
10028,"Simmons First National Bank                       ",N00035792,6100,"2019-10-16 00:00:00 +0000"
10029,"FedEx Corp",N00035527,10000,"2019-10-16 00:00:00 +0000"
10030,"Majority Cmte PAC",N00035527,10000,"2019-10-16 00:00:00 +0000"
10031,"CRH Americas",N00035527,8500,"2019-10-16 00:00:00 +0000"
10032,"BNSF Railway",N00035527,6500,"2019-10-16 00:00:00 +0000"
10033,"American Assn of Orthopaedic Surgeons",N00035527,6000,"2019-10-16 00:00:00 +0000"
10034,"American Council of Engineering Cos",N00035527,5000,"2019-10-16 00:00:00 +0000"
10035,"American Crystal Sugar",N00035527,5000,"2019-10-16 00:00:00 +0000"
10036,"American Forest & Paper Assn",N00035527,5000,"2019-10-16 00:00:00 +0000"
10037,"American Kidney Stone Management",N00035527,5000,"2019-10-16 00:00:00 +0000"
10038,"Deere & Co",N00035527,5000,"2019-10-16 00:00:00 +0000"
10039,"E-Z Mart Stores",N00035527,5000,"2019-10-16 00:00:00 +0000"
10040,"Healthstar Physicians of Hot Springs",N00035527,5000,"2019-10-16 00:00:00 +0000"
10041,"Healthstar Physicians of Hot Springs, Pl",N00035527,5000,"2019-10-16 00:00:00 +0000"
10042,"Home Depot",N00035527,5000,"2019-10-16 00:00:00 +0000"
10043,"Huck PAC",N00035527,5000,"2019-10-16 00:00:00 +0000"
10044,"Koch Industries",N00035527,5000,"2019-10-16 00:00:00 +0000"
10045,"Langdale Co",N00035527,5000,"2019-10-16 00:00:00 +0000"
10046,"Murphy Oil",N00035527,5000,"2019-10-16 00:00:00 +0000"
10047,"National Assn of Mutual Insurance Companies",N00035527,5000,"2019-10-16 00:00:00 +0000"
10048,"National Shooting Sports Foundation",N00035527,5000,"2019-10-16 00:00:00 +0000"
10049,"National Stone, Sand & Gravel Assn",N00035527,5000,"2019-10-16 00:00:00 +0000"
10050,"United Parcel Service",N00035527,5000,"2019-10-16 00:00:00 +0000"
10051,"Walmart Inc",N00035527,5000,"2019-10-16 00:00:00 +0000"
10052,"National Republican Senatorial Cmte",N00033982,44600,"2019-10-16 00:00:00 +0000"
10053,"Elliott Management",N00033982,31200,"2019-10-16 00:00:00 +0000"
10054,"Livingstones Foundation                           ",N00033982,20600,"2019-10-16 00:00:00 +0000"
10055,"Alticor Inc",N00033982,16800,"2019-10-16 00:00:00 +0000"
10056,"Quicken Loans",N00033982,15900,"2019-10-16 00:00:00 +0000"
10057,"New Mountain Capital",N00033982,15600,"2019-10-16 00:00:00 +0000"
10058,"Hsl Properties",N00033982,15500,"2019-10-16 00:00:00 +0000"
10059,"Putnam Investments",N00033982,14173,"2019-10-16 00:00:00 +0000"
10060,"Charles Schwab Corp",N00033982,13700,"2019-10-16 00:00:00 +0000"
10061,"Emergent Biosolutions",N00033982,13700,"2019-10-16 00:00:00 +0000"
10062,"Coordinates Operations",N00033982,13200,"2019-10-16 00:00:00 +0000"
10063,SpaceX,N00033982,13000,"2019-10-16 00:00:00 +0000"
10064,"Bill Luke Chrysler/Jeep/Dodge",N00033982,12700,"2019-10-16 00:00:00 +0000"
10065,Freeport-McMoRan,N00033982,12500,"2019-10-16 00:00:00 +0000"
10066,"Goldman Sachs",N00033982,12300,"2019-10-16 00:00:00 +0000"
10067,"Chevron Corp",N00033982,12000,"2019-10-16 00:00:00 +0000"
10068,"Caid Industries                                   ",N00033982,11700,"2019-10-16 00:00:00 +0000"
10069,"AQR Capital Management",N00033982,11200,"2019-10-16 00:00:00 +0000"
10070,"Arizona Diamondbacks",N00033982,11200,"2019-10-16 00:00:00 +0000"
10071,"Bernard Marcus Family Foundation",N00033982,11200,"2019-10-16 00:00:00 +0000"
10072,"Concept Development",N00033982,11200,"2019-10-16 00:00:00 +0000"
10073,"Cottonwood Properties                             ",N00033982,11200,"2019-10-16 00:00:00 +0000"
10074,"Crow Holdings",N00033982,11200,"2019-10-16 00:00:00 +0000"
10075,"Federal Policy Group",N00033982,11200,"2019-10-16 00:00:00 +0000"
10076,"Guggenheim Partners",N00033982,11200,"2019-10-16 00:00:00 +0000"
10077,"Holland Partners",N00033982,11200,"2019-10-16 00:00:00 +0000"
10078,"Independence Tube",N00033982,11200,"2019-10-16 00:00:00 +0000"
10079,"Jim Click Automotive",N00033982,11200,"2019-10-16 00:00:00 +0000"
10080,"Sagamore Capital LLC",N00033982,11200,"2019-10-16 00:00:00 +0000"
10081,"Sequoia Capital",N00033982,11200,"2019-10-16 00:00:00 +0000"
10082,"Station Casinos",N00033982,11200,"2019-10-16 00:00:00 +0000"
10083,Strongwatch,N00033982,11200,"2019-10-16 00:00:00 +0000"
10084,"TCW Group",N00033982,11200,"2019-10-16 00:00:00 +0000"
10085,"Triple Creek Ranch",N00033982,11200,"2019-10-16 00:00:00 +0000"
10086,"Ultimate Fighting Championship",N00033982,11200,"2019-10-16 00:00:00 +0000"
10087,"Watson Chevrolet",N00033982,11200,"2019-10-16 00:00:00 +0000"
10088,"Welsh, Carson et al                     ",N00033982,11200,"2019-10-16 00:00:00 +0000"
10089,"Yancey Brothers",N00033982,11200,"2019-10-16 00:00:00 +0000"
10090,"Poet LLC",N00036097,20000,"2019-10-16 00:00:00 +0000"
10091,"JUUL Labs",N00036097,15600,"2019-10-16 00:00:00 +0000"
10092,"Riester Corp",N00036097,11200,"2019-10-16 00:00:00 +0000"
10093,"Van Wagner Communications                         ",N00036097,10800,"2019-10-16 00:00:00 +0000"
10094,"Fay Law Group",N00036097,10600,"2019-10-16 00:00:00 +0000"
10095,"Air Line Pilots Assn",N00036097,10000,"2019-10-16 00:00:00 +0000"
10096,"Comcast Corp",N00036097,10000,"2019-10-16 00:00:00 +0000"
10097,"National Beer Wholesalers Assn",N00036097,10000,"2019-10-16 00:00:00 +0000"
10098,"Plumbers/Pipefitters Union",N00036097,10000,"2019-10-16 00:00:00 +0000"
10099,"UNITE HERE",N00036097,10000,"2019-10-16 00:00:00 +0000"
10100,VoteVets.org,N00036097,10000,"2019-10-16 00:00:00 +0000"
10101,"American Assn of Nurse Anesthetists",N00036097,8500,"2019-10-16 00:00:00 +0000"
10102,"National Air Traffic Controllers Assn",N00036097,8500,"2019-10-16 00:00:00 +0000"
10103,"Raytheon Co",N00036097,7515,"2019-10-16 00:00:00 +0000"
10104,"Ernst & Young",N00036097,7500,"2019-10-16 00:00:00 +0000"
10105,"Credit Union National Assn",N00036097,7100,"2019-10-16 00:00:00 +0000"
10106,"Honeywell International",N00036097,6149,"2019-10-16 00:00:00 +0000"
10107,"American Assn of Orthopaedic Surgeons",N00036097,6000,"2019-10-16 00:00:00 +0000"
10108,"Dentons US",N00036097,6000,"2019-10-16 00:00:00 +0000"
10109,"Future Forum PAC",N00036097,6000,"2019-10-16 00:00:00 +0000"
10110,"SMART Transportation Division",N00036097,6000,"2019-10-16 00:00:00 +0000"
10111,"Boilermakers Union",N00030709,10000,"2019-10-16 00:00:00 +0000"
10112,"Carpenters & Joiners Union",N00030709,10000,"2019-10-16 00:00:00 +0000"
10113,"American Crystal Sugar",N00030709,5000,"2019-10-16 00:00:00 +0000"
10114,"American Federation of Teachers",N00030709,5000,"2019-10-16 00:00:00 +0000"
10115,"CEMEX Inc",N00030709,5000,"2019-10-16 00:00:00 +0000"
10116,"Machinists/Aerospace Workers Union",N00030709,5000,"2019-10-16 00:00:00 +0000"
10117,"National Stone, Sand & Gravel Assn",N00030709,4500,"2019-10-16 00:00:00 +0000"
10118,"Operating Engineers Union",N00030709,4000,"2019-10-16 00:00:00 +0000"
10119,"Honeywell International",N00030709,3500,"2019-10-16 00:00:00 +0000"
10120,"National Air Traffic Controllers Assn",N00030709,3000,"2019-10-16 00:00:00 +0000"
10121,"National Community Action Foundation",N00030709,3000,"2019-10-16 00:00:00 +0000"
10122,"T-Mobile USA",N00030709,3000,"2019-10-16 00:00:00 +0000"
10123,"Denova Homes",N00030709,2800,"2019-10-16 00:00:00 +0000"
10124,"Elevation Partners",N00030709,2800,"2019-10-16 00:00:00 +0000"
10125,"Law Offices of Jeremy Weinstein",N00030709,2800,"2019-10-16 00:00:00 +0000"
10126,"American Assn for Justice",N00030709,2500,"2019-10-16 00:00:00 +0000"
10127,"American Federation of State/Cnty/Munic Employees",N00030709,2500,"2019-10-16 00:00:00 +0000"
10128,"Associated Equipment Distributors",N00030709,2500,"2019-10-16 00:00:00 +0000"
10129,"AT&T Inc",N00030709,2500,"2019-10-16 00:00:00 +0000"
10130,"Bricklayers Union",N00030709,2500,"2019-10-16 00:00:00 +0000"
10131,"Marine Engineers Beneficial Assn/Dist 1",N00030709,2500,"2019-10-16 00:00:00 +0000"
10132,"Seafarers International Union",N00030709,2500,"2019-10-16 00:00:00 +0000"
10133,"UNITE HERE",N00030709,2500,"2019-10-16 00:00:00 +0000"
10134,Anheuser-Busch,N00035820,12700,"2019-06-10 00:00:00 +0000"
10135,"AT&T Inc",N00035820,12700,"2019-06-10 00:00:00 +0000"
10136,"New PAC",N00035820,12000,"2019-06-10 00:00:00 +0000"
10137,"Lockheed Martin",N00035820,11550,"2019-06-10 00:00:00 +0000"
10138,"Chandi Group Usa",N00035820,10800,"2019-06-10 00:00:00 +0000"
10139,"Gothic Landscape Inc",N00035820,10800,"2019-06-10 00:00:00 +0000"
10140,"Grimmway Enterprises",N00035820,10800,"2019-06-10 00:00:00 +0000"
10141,"Peterson Intl Underwriting                        ",N00035820,10800,"2019-06-10 00:00:00 +0000"
10142,"Santa Clarita Concrete",N00035820,10800,"2019-06-10 00:00:00 +0000"
10143,"Goldman Sachs",N00035820,10600,"2019-06-10 00:00:00 +0000"
10144,"Eberhard Roofing",N00035820,10300,"2019-06-10 00:00:00 +0000"
10145,"Williams Homes",N00035820,10100,"2019-06-10 00:00:00 +0000"
10146,"American Bankers Assn",N00035820,10000,"2019-06-10 00:00:00 +0000"
10147,"American Crystal Sugar",N00035820,10000,"2019-06-10 00:00:00 +0000"
10148,"Boeing Co",N00035820,10000,"2019-06-10 00:00:00 +0000"
10149,"Chevron Corp",N00035820,10000,"2019-06-10 00:00:00 +0000"
10150,"Comcast Corp",N00035820,10000,"2019-06-10 00:00:00 +0000"
10151,"Credit Union National Assn",N00035820,10000,"2019-06-10 00:00:00 +0000"
10152,"Edison International",N00035820,10000,"2019-06-10 00:00:00 +0000"
10153,"Eureka PAC",N00035820,10000,"2019-06-10 00:00:00 +0000"
10154,"Eye of the Tiger PAC",N00035820,10000,"2019-06-10 00:00:00 +0000"
10155,"Farmers Group",N00035820,10000,"2019-06-10 00:00:00 +0000"
10156,"General Atomics",N00035820,10000,"2019-06-10 00:00:00 +0000"
10157,"General Dynamics",N00035820,10000,"2019-06-10 00:00:00 +0000"
10158,"Harris Corp",N00035820,10000,"2019-06-10 00:00:00 +0000"
10159,"Home Depot",N00035820,10000,"2019-06-10 00:00:00 +0000"
10160,"Honeywell International",N00035820,10000,"2019-06-10 00:00:00 +0000"
10161,"Independent Insurance Agents & Brokers of America",N00035820,10000,"2019-06-10 00:00:00 +0000"
10162,"Innovation PAC",N00035820,10000,"2019-06-10 00:00:00 +0000"
10163,"John Bolton PAC",N00035820,10000,"2019-06-10 00:00:00 +0000"
10164,"Koch Industries",N00035820,10000,"2019-06-10 00:00:00 +0000"
10165,"Majority Cmte PAC",N00035820,10000,"2019-06-10 00:00:00 +0000"
10166,"Making America Prosperous",N00035820,10000,"2019-06-10 00:00:00 +0000"
10167,"Making Investments Majority Insured PAC",N00035820,10000,"2019-06-10 00:00:00 +0000"
10168,"National Air Traffic Controllers Assn",N00035820,10000,"2019-06-10 00:00:00 +0000"
10169,"National Assn of Home Builders",N00035820,10000,"2019-06-10 00:00:00 +0000"
10170,"National Assn of Insurance & Financial Advisors",N00035820,10000,"2019-06-10 00:00:00 +0000"
10171,"National Auto Dealers Assn",N00035820,10000,"2019-06-10 00:00:00 +0000"
10172,"National Beer Wholesalers Assn",N00035820,10000,"2019-06-10 00:00:00 +0000"
10173,"National Restaurant Assn",N00035820,10000,"2019-06-10 00:00:00 +0000"
10174,"New Majority PAC",N00035820,10000,"2019-06-10 00:00:00 +0000"
10175,"New Pioneers PAC",N00035820,10000,"2019-06-10 00:00:00 +0000"
10176,"New York Life Insurance",N00035820,10000,"2019-06-10 00:00:00 +0000"
10177,"Northrop Grumman",N00035820,10000,"2019-06-10 00:00:00 +0000"
10178,"Northwest Excavating",N00035820,10000,"2019-06-10 00:00:00 +0000"
10179,"Prosperity Action",N00035820,10000,"2019-06-10 00:00:00 +0000"
10180,"Raytheon Co",N00035820,10000,"2019-06-10 00:00:00 +0000"
10181,"Support to Ensure Victory Everywhere PAC",N00035820,10000,"2019-06-10 00:00:00 +0000"
10182,USAA,N00035820,10000,"2019-06-10 00:00:00 +0000"
10183,"Edison International",N00033997,14200,"2019-10-16 00:00:00 +0000"
10184,"Lasalle Medical Assoc",N00033997,11200,"2019-10-16 00:00:00 +0000"
10185,"Telacu Construction Management",N00033997,11200,"2019-10-16 00:00:00 +0000"
10186,"Howard Industrial Partners",N00033997,10800,"2019-10-16 00:00:00 +0000"
10187,"New World Medical",N00033997,10800,"2019-10-16 00:00:00 +0000"
10188,"Molina Healthcare",N00033997,10400,"2019-10-16 00:00:00 +0000"
10189,"Northrop Grumman",N00033997,10041,"2019-10-16 00:00:00 +0000"
10190,Anheuser-Busch,N00033997,10000,"2019-10-16 00:00:00 +0000"
10191,"Bricklayers Union",N00033997,10000,"2019-10-16 00:00:00 +0000"
10192,"Credit Union National Assn",N00033997,10000,"2019-10-16 00:00:00 +0000"
10193,"Sheet Metal, Air, Rail & Transportation Union",N00033997,10000,"2019-10-16 00:00:00 +0000"
10194,"United Food & Commercial Workers Union",N00033997,10000,"2019-10-16 00:00:00 +0000"
10195,"Honeywell International",N00033997,8500,"2019-10-16 00:00:00 +0000"
10196,"Burrtec Waste Industries",N00033997,8400,"2019-10-16 00:00:00 +0000"
10197,"Latham & Watkins                                  ",N00033997,8400,"2019-10-16 00:00:00 +0000"
10198,"San Manuel Band of Mission Indians",N00033997,8400,"2019-10-16 00:00:00 +0000"
10199,"Mortgage Bankers Assn",N00033997,7500,"2019-10-16 00:00:00 +0000"
10200,Esri,N00033997,6200,"2019-10-16 00:00:00 +0000"
10201,"T-Mobile USA",N00033997,6023,"2019-10-16 00:00:00 +0000"
