bioguide,id,first_name,last_name,birthday,gender,religion,address,district,party,phone,state,leg_type,url,latitude,longitude,age
H001064,N00031557,Denny,Heck,1952-07-29,M,,"425 Cannon HOB; Washington DC 20515-4710",10.0,Democrat,202-225-9740,WA,rep,http://dennyheck.house.gov,47.0557625,-122.7147804,67
P000607,N00033549,Mark,Pocan,1964-08-14,M,,"1421 Longworth HOB; Washington DC 20515-4902",2.0,Democrat,202-225-2906,WI,rep,http://pocan.house.gov,42.863397,-89.7004215,55
K000385,N00035215,Robin,Kelly,1956-04-30,F,,"1239 Longworth HOB; Washington DC 20515-1302",2.0,Democrat,202-225-0773,IL,rep,http://robinkelly.house.gov,41.1790977,-87.7763333,63
S000051,N00002424,Marshall,Sanford,1960-05-28,M,,"2211 Rayburn HOB; Washington DC 20515-4001",1.0,Republican,202-225-3176,SC,rep,http://sanford.house.gov,32.2860396,-80.7214417,59
S001195,N00035282,Jason,Smith,1980-06-16,M,,"1118 Longworth HOB; Washington DC 20515-2508",8.0,Republican,202-225-4404,MO,rep,http://jasonsmith.house.gov,36.9506683,-90.9056623,39
B001288,N00035267,Cory,Booker,1969-04-27,M,,"359 Dirksen Senate Office Building Washington DC 20510",,Democrat,202-224-3224,NJ,sen,http://www.booker.senate.gov,40.0583238,-74.4056612,50
C001101,N00035278,Katherine,Clark,1963-07-17,F,,"1415 Longworth HOB; Washington DC 20515-2105",5.0,Democrat,202-225-2836,MA,rep,https://katherineclark.house.gov,42.3009884,-71.4299364,56
B001289,N00035380,Bradley,Byrne,1955-02-16,M,,"119 Cannon HOB; Washington DC 20515-0101",1.0,Republican,202-225-4931,AL,rep,https://byrne.house.gov,30.6968553,-88.0118473,64
B001290,N00036013,David,Brat,1964-07-27,M,,"1628 Longworth HOB; Washington DC 20515-4607",7.0,Republican,202-225-2815,VA,rep,http://brat.house.gov,37.9365726,-77.8367282,55
N000188,N00036154,Donald,Norcross,1958-12-13,M,,"1531 Longworth HOB; Washington DC 20515-3001",1.0,Democrat,202-225-6501,NJ,rep,http://norcross.house.gov,39.7786988,-75.0143824,60
A000370,N00035451,Alma,Adams,1946-05-27,F,,"222 Cannon HOB; Washington DC 20515-3312",12.0,Democrat,202-225-1510,NC,rep,http://adams.house.gov,35.2833629,-80.8322428,73
P000609,N00035691,Gary,Palmer,1954-05-14,M,,"330 Cannon HOB; Washington DC 20515-0106",6.0,Republican,202-225-4921,AL,rep,https://palmer.house.gov,33.3039292,-86.6611083,65
H001072,N00035792,French,Hill,1956-12-05,M,,"1229 Longworth HOB; Washington DC 20515-0402",2.0,Republican,202-225-2506,AR,rep,https://hill.house.gov,35.0170667,-92.302446,62
W000821,N00035527,Bruce,Westerman,1967-11-18,M,,"130 Cannon HOB; Washington DC 20515-0404",4.0,Republican,202-225-3772,AR,rep,https://westerman.house.gov,34.105774,-93.4195527,51
M001197,N00033982,Martha,McSally,1966-03-22,F,,"510 Cannon HOB; Washington DC 20515-0302",2.0,Republican,202-225-2542,AZ,rep,https://mcsally.house.gov,31.828458,-109.949686,53
G000574,N00036097,Ruben,Gallego,1979-11-20,M,,"1218 Longworth HOB; Washington DC 20515-0307",7.0,Democrat,202-225-4065,AZ,rep,https://rubengallego.house.gov,33.3971868,-112.0953297,39
D000623,N00030709,Mark,DeSaulnier,1952-03-31,M,,"115 Cannon HOB; Washington DC 20515-0511",11.0,Democrat,202-225-2095,CA,rep,https://desaulnier.house.gov,37.9266474,-122.0382856,67
K000387,N00035820,Steve,Knight,1966-12-17,M,,"1023 Longworth HOB; Washington DC 20515-0525",25.0,Republican,202-225-1956,CA,rep,https://knight.house.gov,34.6554561,-118.0186087,52
A000371,N00033997,Pete,Aguilar,1979-06-19,M,,"1223 Longworth HOB; Washington DC 20515-0531",31.0,Democrat,202-225-3201,CA,rep,https://aguilar.house.gov,34.1457737,-117.3381427,40
L000582,N00035825,Ted,Lieu,1969-03-29,M,,"236 Cannon HOB; Washington DC 20515-0533",33.0,Democrat,202-225-3976,CA,rep,https://lieu.house.gov,34.0536428,-118.626479,50
T000474,N00036107,Norma,Torres,1965-04-04,F,,"1713 Longworth HOB; Washington DC 20515-0535",35.0,Democrat,202-225-6161,CA,rep,https://torres.house.gov,34.0365637,-117.6200138,54
W000820,N00035391,Mimi,Walters,1962-05-14,F,,"215 Cannon HOB; Washington DC 20515-0545",45.0,Republican,202-225-5611,CA,rep,https://walters.house.gov,33.7104191,-117.6904167,57
B001297,N00030829,Ken,Buck,1959-02-16,M,,"1130 Longworth HOB; Washington DC 20515-0604",4.0,Republican,202-225-4676,CO,rep,https://buck.house.gov,38.6150439,-102.8054753,60
C001107,N00035403,Carlos,Curbelo,1980-03-01,M,,"1404 Longworth HOB; Washington DC 20515-0926",26.0,Republican,202-225-2778,FL,rep,http://curbelo.house.gov,25.1759675,-80.6326916,39
C001103,N00035346,Buddy,Carter,1957-09-06,M,,"432 Cannon HOB; Washington DC 20515-1001",1.0,Republican,202-225-5831,GA,rep,http://buddycarter.house.gov,31.1993179,-82.0407137,62
H001071,N00032243,Jody,Hice,1960-04-22,M,,"324 Cannon HOB; Washington DC 20515-1010",10.0,Republican,202-225-4101,GA,rep,https://hice.house.gov,33.424663,-83.0790865,59
L000583,N00035347,Barry,Loudermilk,1963-12-22,M,,"329 Cannon HOB; Washington DC 20515-1011",11.0,Republican,202-225-2931,GA,rep,http://loudermilk.house.gov,34.1701845,-84.6479124,55
A000372,N00033720,Rick,Allen,1951-11-07,M,,"426 Cannon HOB; Washington DC 20515-1012",12.0,Republican,202-225-2823,GA,rep,http://allen.house.gov,32.3077888,-82.3885783,67
B001294,N00033744,Rod,Blum,1955-04-26,M,,"1108 Longworth HOB; Washington DC 20515-1501",1.0,Republican,202-225-2911,IA,rep,https://blum.house.gov,42.2162567,-92.1450245,64
Y000066,N00035509,David,Young,1968-05-11,M,,"240 Cannon HOB; Washington DC 20515-1503",3.0,Republican,202-225-5476,IA,rep,https://davidyoung.house.gov,41.5293779,-94.0695454,51
B001295,N00035420,Mike,Bost,1960-12-30,M,,"1440 Longworth HOB; Washington DC 20515-1312",12.0,Republican,202-225-5661,IL,rep,https://bost.house.gov,37.806371,-89.2467191,58
A000374,N00036633,Ralph,Abraham,1954-09-16,M,,"417 Cannon HOB; Washington DC 20515-1805",5.0,Republican,202-225-8490,LA,rep,https://abraham.house.gov,31.9747642,-92.1450245,65
G000577,N00036135,Garret,Graves,1972-01-31,M,,"430 Cannon HOB; Washington DC 20515-1806",6.0,Republican,202-225-3901,LA,rep,https://garretgraves.house.gov,30.432087,-90.9820668,47
M001196,N00035431,Seth,Moulton,1978-10-24,M,,"1408 Longworth HOB; Washington DC 20515-2106",6.0,Democrat,202-225-8020,MA,rep,https://moulton.house.gov,42.553952,-70.9071236,41
P000611,N00034584,Bruce,Poliquin,1953-11-01,M,,"1208 Longworth HOB; Washington DC 20515-1902",2.0,Republican,202-225-6306,ME,rep,https://poliquin.house.gov,45.8043831,-69.0279059,65
M001194,N00036275,John,Moolenaar,1961-05-08,M,,"117 Cannon HOB; Washington DC 20515-2204",4.0,Republican,202-225-3561,MI,rep,https://moolenaar.house.gov,43.968966,-84.6060449,58
B001293,N00036449,Mike,Bishop,1967-03-18,M,,"428 Cannon HOB; Washington DC 20515-2208",8.0,Republican,202-225-4872,MI,rep,https://mikebishop.house.gov,42.6297703,-84.0167423,52
T000475,N00035607,Dave,Trott,1960-10-16,M,,"1722 Longworth HOB; Washington DC 20515-2211",11.0,Republican,202-225-8171,MI,rep,https://trott.house.gov,42.565379,-83.5496566,59
D000624,N00036149,Debbie,Dingell,1953-11-23,F,,"116 Cannon HOB; Washington DC 20515-2212",12.0,Democrat,202-225-4071,MI,rep,https://debbiedingell.house.gov,42.2567771,-83.634843,65
L000581,N00034068,Brenda,Lawrence,1954-10-18,F,,"1213 Longworth HOB; Washington DC 20515-2214",14.0,Democrat,202-225-5802,MI,rep,https://lawrence.house.gov,42.4882666,-83.2291862,65
E000294,N00035440,Tom,Emmer,1961-03-03,M,,"315 Cannon HOB; Washington DC 20515-2306",6.0,Republican,202-225-2331,MN,rep,https://emmer.house.gov,45.3810619,-93.9678926,58
Z000018,N00035616,Ryan,Zinke,1961-11-01,M,,"1419 Longworth HOB; Washington DC 20515-2600",0.0,Republican,202-225-3211,MT,rep,https://zinke.house.gov,46.8796822,-110.3625658,57
R000603,N00033527,David,Rouzer,1972-02-16,M,,"424 Cannon HOB; Washington DC 20515-3307",7.0,Republican,202-225-2731,NC,rep,https://rouzer.house.gov,34.8414086,-78.4751945,47
M001193,N00036155,Tom,MacArthur,1960-10-16,M,,"506 Cannon HOB; Washington DC 20515-3003",3.0,Republican,202-225-4765,NJ,rep,https://macarthur.house.gov,39.8558488,-74.6868815,59
W000822,N00036158,Bonnie,"Watson Coleman",1945-02-06,F,,"1535 Longworth HOB; Washington DC 20515-3012",12.0,Democrat,202-225-5801,NJ,rep,https://watsoncoleman.house.gov,40.3572348,-74.5463282,74
Z000017,N00029404,Lee,Zeldin,1980-01-30,M,,"1517 Longworth HOB; Washington DC 20515-3201",1.0,Republican,202-225-3826,NY,rep,https://zeldin.house.gov,40.9848784,-72.6151169,39
R000602,N00035927,Kathleen,Rice,1965-02-15,F,,"1508 Longworth HOB; Washington DC 20515-3204",4.0,Democrat,202-225-5516,NY,rep,http://kathleenrice.house.gov,40.6219264,-73.6065223,54
S001196,N00035523,Elise,Stefanik,1984-07-02,F,,"318 Cannon HOB; Washington DC 20515-3221",21.0,Republican,202-225-4611,NY,rep,https://stefanik.house.gov,44.2296981,-74.43914,35
K000386,N00035934,John,Katko,1962-11-09,M,,"1620 Longworth HOB; Washington DC 20515-3224",24.0,Republican,202-225-3701,NY,rep,https://katko.house.gov,43.2020024,-77.010385,56
R000604,N00036175,Steve,Russell,1963-05-25,M,,"128 Cannon HOB; Washington DC 20515-3605",5.0,Republican,202-225-2132,OK,rep,https://russell.house.gov,35.1929114,-96.9209135,56
C001106,N00031064,Ryan,Costello,1976-09-07,M,,"326 Cannon HOB; Washington DC 20515-3806",6.0,Republican,202-225-4315,PA,rep,https://costello.house.gov,40.0010204,-75.8069082,43
B001296,N00035307,Brendan,Boyle,1977-02-06,M,,"1133 Longworth HOB; Washington DC 20515-3813",13.0,Democrat,202-225-6111,PA,rep,https://boyle.house.gov,40.1833653,-78.1108279,42
R000601,N00035972,John,Ratcliffe,1965-10-20,M,,"325 Cannon HOB; Washington DC 20515-4304",4.0,Republican,202-225-6673,TX,rep,https://ratcliffe.house.gov,33.4930394,-95.5617279,54
H001073,N00031417,Will,Hurd,1977-08-19,M,,"317 Cannon HOB; Washington DC 20515-4323",23.0,Republican,202-225-4511,TX,rep,https://hurd.house.gov,30.6623164,-102.4380581,42
B001291,N00005736,Brian,Babin,1948-03-23,M,,"316 Cannon HOB; Washington DC 20515-4336",36.0,Republican,202-225-1555,TX,rep,http://babin.house.gov,30.6322163,-94.5624426,71
L000584,N00033842,Mia,Love,1975-12-06,F,,"217 Cannon HOB; Washington DC 20515-4404",4.0,Republican,202-225-3011,UT,rep,https://love.house.gov,39.8649456,-111.9522491,43
B001292,N00036018,Donald,Beyer,1950-06-20,M,,"1119 Longworth HOB; Washington DC 20515-4608",8.0,Democrat,202-225-4376,VA,rep,http://beyer.house.gov,38.7929105,-77.1255055,69
C001105,N00036023,Barbara,Comstock,1959-06-30,F,,"229 Cannon HOB; Washington DC 20515-4610",10.0,Republican,202-225-5136,VA,rep,https://comstock.house.gov,39.076767,-77.6536125,60
P000610,N00035000,Stacey,Plaskett,1964-05-13,F,,"331 Cannon HOB; Washington DC 20515-5500",0.0,Democrat,202-225-1790,VI,rep,https://plaskett.house.gov,18.3404151,-64.9270052,55
N000189,N00036403,Dan,Newhouse,1955-07-10,M,,"1318 Longworth HOB; Washington DC 20515-4704",4.0,Republican,202-225-5816,WA,rep,https://newhouse.house.gov,48.3944503,-119.7232264,64
G000576,N00036409,Glenn,Grothman,1955-07-03,M,,"1217 Longworth HOB; Washington DC 20515-4906",6.0,Republican,202-225-2476,WI,rep,http://grothman.house.gov,43.9387921,-88.9413865,64
M001195,N00033814,Alex,Mooney,1971-06-05,M,,"1232 Longworth HOB; Washington DC 20515-4802",2.0,Republican,202-225-2711,WV,rep,https://mooney.house.gov,38.8330747,-81.3399414,48
J000297,N00035531,Evan,Jenkins,1960-09-12,M,,"1609 Longworth HOB; Washington DC 20515-4803",3.0,Republican,202-225-3452,WV,rep,https://evanjenkins.house.gov,37.8024626,-80.9871074,59
R000600,N00007635,Aumua,Amata,1947-12-29,F,,"1339 Longworth HOB; Washington DC 20515-5200",0.0,Republican,202-225-8577,AS,rep,https://radewagen.house.gov,,,71
S001198,N00035774,Dan,Sullivan,1964-11-13,M,,"702 Hart Senate Office Building Washington DC 20510",,Republican,202-224-3004,AK,sen,http://www.sullivan.senate.gov,64.2008413,-149.4936733,54
P000612,N00035516,David,Perdue,1949-12-10,M,,"383 Russell Senate Office Building Washington DC 20510",,Republican,202-224-3521,GA,sen,http://www.perdue.senate.gov,32.1656221,-82.9000751,69
E000295,N00035483,Joni,Ernst,1970-07-01,F,,"111 Russell Senate Office Building Washington DC 20510",,Republican,202-224-3254,IA,sen,http://www.ernst.senate.gov/public,41.8780025,-93.097702,49
T000476,N00035492,Thom,Tillis,1960-08-30,M,,"185 Dirksen Senate Office Building Washington DC 20510",,Republican,202-224-6342,NC,sen,https://www.tillis.senate.gov/public/index.cfm/home,35.7595731,-79.0192997,59
R000605,N00035187,Mike,Rounds,1954-10-24,M,,"502 Hart Senate Office Building Washington DC 20510",,Republican,202-224-5842,SD,sen,http://www.rounds.senate.gov,43.9695148,-99.9018131,65
W000819,N00035311,Mark,Walker,1969-05-20,M,,"1305 Longworth HOB; Washington DC 20515-3306",6.0,Republican,202-225-3065,NC,rep,https://walker.house.gov,36.4179838,-79.6502105,50
S001197,N00035544,Benjamin,Sasse,1972-02-22,M,,"386A Russell Senate Office Building Washington DC 20510",,Republican,202-224-4224,NE,sen,http://www.sasse.senate.gov/public,41.4925374,-99.9018131,47
D000625,N00036928,Daniel,Donovan,1956-11-06,M,,"1541 Longworth HOB; Washington DC 20515-3211",11.0,Republican,202-225-3371,NY,rep,https://donovan.house.gov,40.5605312,-74.1474846,62
K000388,N00037003,Trent,Kelly,1966-03-01,M,,"1721 Longworth HOB; Washington DC 20515-2401",1.0,Republican,202-225-4306,MS,rep,https://trentkelly.house.gov,34.1498692,-89.0943377,53
L000585,N00037031,Darin,LaHood,1968-07-05,M,,"1424 Longworth HOB; Washington DC 20515-1318",18.0,Republican,202-225-6201,IL,rep,https://lahood.house.gov/,40.1451772,-89.8505012,51
D000626,N00038767,Warren,Davidson,1970-03-01,M,,"1004 Longworth HOB; Washington DC 20515-3508",8.0,Republican,202-225-6205,OH,rep,,40.0898025,-84.3542049,49
H001050,N00025881,Colleen,Hanabusa,1951-05-04,F,,"422 Cannon HOB; Washington DC 20515-1101",1.0,Democrat,202-225-2726,HI,rep,https://hanabusa.house.gov/,21.3999167,-157.8808243,68
C001108,N00038260,James,Comer,1972-08-19,M,,"1513 Longworth HOB; Washington DC 20515-1701",1.0,Republican,202-225-3115,KY,rep,https://comer.house.gov/,37.0970496,-87.3810727,47
E000296,N00038450,Dwight,Evans,1954-05-16,M,,"1105 Longworth HOB; Washington DC 20515-3802",2.0,Democrat,202-225-4001,PA,rep,https://evans.house.gov/,40.0431613,-75.0377502,65
H001075,,Kamala,Harris,1964-10-20,F,,"B40B Dirksen Senate Office Building Washington DC 20510",,Democrat,202-224-3553,CA,sen,,36.778261,-119.4179324,55
K000393,,John,Kennedy,1951-11-21,M,,"B11 Russell Senate Office Building Washington DC 20510",,Republican,202-224-4623,LA,sen,,30.9842977,-91.9623327,67
H001076,,Margaret,Hassan,1958-02-27,F,,"B85 Russell Senate Office Building Washington DC 20510",,Democrat,202-224-3324,NH,sen,,43.1938516,-71.5723953,61
C001113,,Catherine,"Cortez Masto",1964-03-29,F,,"B40A Dirksen Senate Office Building Washington DC 20510",,Democrat,202-224-3542,NV,sen,,38.8026097,-116.419389,55
S001190,N00033101,Bradley,Schneider,1961-08-20,M,,"1432 Longworth HOB; Washington DC 20515-1310",10.0,Democrat,202-225-4835,IL,rep,http://schneider.house.gov,42.256422,-87.8942451,58
S001170,N00028091,Carol,Shea-Porter,1952-12-02,F,,"1530 Longworth HOB; Washington DC 20515-2901",1.0,Democrat,202-225-5456,NH,rep,http://shea-porter.house.gov,43.5949355,-71.2918184,66
O000171,,Tom,"O'Halleran",1946-01-24,M,,"126 Cannon HOB; Washington DC 20515-0301",1.0,Democrat,202-225-3361,AZ,rep,,35.13316,-110.7122465,73
B001302,,Andy,Biggs,1958-11-07,M,,"1626 Longworth HOB; Washington DC 20515-0305",5.0,Republican,202-225-2635,AZ,rep,,33.2967913,-111.7137694,60
K000389,,Ro,Khanna,1976-09-13,M,,"513 Cannon HOB; Washington DC 20515-0517",17.0,Democrat,202-225-2631,CA,rep,,37.4181525,-121.947311,43
P000613,,Jimmy,Panetta,1969-10-01,M,,"228 Cannon HOB; Washington DC 20515-0520",20.0,Democrat,202-225-2861,CA,rep,,36.3652127,-121.4456179,50
C001112,,Salud,Carbajal,1964-11-18,M,,"212 Cannon HOB; Washington DC 20515-0524",24.0,Democrat,202-225-3601,CA,rep,,34.8763372,-119.9740534,54
B001300,,Nanette,"Barragán",1976-09-15,F,,"1320 Longworth HOB; Washington DC 20515-0544",44.0,Democrat,202-225-8220,CA,rep,,33.8869396,-118.2292712,43
C001110,,J.,Correa,1958-01-24,M,,"1039 Longworth HOB; Washington DC 20515-0546",46.0,Democrat,202-225-2965,CA,rep,,33.795879,-117.8897468,61
B001303,,Lisa,"Blunt Rochester",1962-02-10,F,,"1123 Longworth HOB; Washington DC 20515-0800",0.0,Democrat,202-225-4165,DE,rep,,38.9108325,-75.5276699,57
G000578,,Matt,Gaetz,1982-05-07,M,,"507 Cannon HOB; Washington DC 20515-0901",1.0,Republican,202-225-4136,FL,rep,,30.6713142,-86.7416374,37
D000628,,Neal,Dunn,1953-02-16,M,,"423 Cannon HOB; Washington DC 20515-0902",2.0,Republican,202-225-5235,FL,rep,,30.4425376,-85.2722472,66
R000609,,John,Rutherford,1952-09-02,M,,"230 Cannon HOB; Washington DC 20515-0904",4.0,Republican,202-225-2501,FL,rep,,30.1554115,-81.4278984,67
L000586,,Al,Lawson,1948-09-21,M,,"1337 Longworth HOB; Washington DC 20515-0905",5.0,Democrat,202-225-0123,FL,rep,,30.4500257,-83.336188,71
M001202,,Stephanie,Murphy,1978-09-16,F,,"1237 Longworth HOB; Washington DC 20515-0907",7.0,Democrat,202-225-4035,FL,rep,,28.7131688,-81.2078164,41
S001200,,Darren,Soto,1978-02-25,M,,"1429 Longworth HOB; Washington DC 20515-0909",9.0,Democrat,202-225-9889,FL,rep,,28.1133809,-81.2518833,41
D000627,,Val,Demings,1957-03-12,F,,"238 Cannon HOB; Washington DC 20515-0910",10.0,Democrat,202-225-2176,FL,rep,,28.5067239,-81.6035062,62
C001111,,Charlie,Crist,1956-07-24,M,,"427 Cannon HOB; Washington DC 20515-0913",13.0,Democrat,202-225-5961,FL,rep,,27.876394,-82.7778579,63
M001199,,Brian,Mast,1980-07-10,M,,"2182 Rayburn HOB; Washington DC 20515-0918",18.0,Republican,202-225-3026,FL,rep,,27.1240412,-80.365865,39
R000607,,Francis,Rooney,1953-12-04,M,,"120 Cannon HOB; Washington DC 20515-0919",19.0,Republican,202-225-2536,FL,rep,,26.4656319,-81.7787021,65
F000465,,A.,Ferguson,1967-11-15,M,,"1032 Longworth HOB; Washington DC 20515-1003",3.0,Republican,202-225-5901,GA,rep,,33.1494063,-84.7733325,51
K000391,,Raja,Krishnamoorthi,1973-07-19,M,,"515 Cannon HOB; Washington DC 20515-1308",8.0,Democrat,202-225-3711,IL,rep,,42.0233974,-88.1291387,46
B001299,,Jim,Banks,1979-07-16,M,,"509 Cannon HOB; Washington DC 20515-1403",3.0,Republican,202-225-4436,IN,rep,,41.016371,-85.1064373,40
H001074,,Trey,Hollingsworth,1983-09-12,M,,"1641 Longworth HOB; Washington DC 20515-1409",9.0,Republican,202-225-5315,IN,rep,,38.7554745,-86.0937312,36
M001198,,Roger,Marshall,1960-08-09,M,,"312 Cannon HOB; Washington DC 20515-1601",1.0,Republican,202-225-2715,KS,rep,,38.8997304,-99.9018131,59
H001077,,Clay,Higgins,1961-08-24,M,,"1711 Longworth HOB; Washington DC 20515-1803",3.0,Republican,202-225-2031,LA,rep,,29.9540304,-92.302446,58
J000299,,Mike,Johnson,1972-01-30,M,,"327 Cannon HOB; Washington DC 20515-1804",4.0,Republican,202-225-2777,LA,rep,,31.946946,-93.4195527,47
B001304,,Anthony,Brown,1961-11-21,M,,"1505 Longworth HOB; Washington DC 20515-2004",4.0,Democrat,202-225-8699,MD,rep,,38.920877,-76.8028933,57
R000606,,Jamie,Raskin,1962-12-13,M,,"431 Cannon HOB; Washington DC 20515-2008",8.0,Democrat,202-225-5341,MD,rep,,39.3999909,-77.2405153,56
B001301,,Jack,Bergman,1947-02-02,M,,"414 Cannon HOB; Washington DC 20515-2201",1.0,Republican,202-225-4735,MI,rep,,45.5126545,-85.5095481,72
M001201,,Paul,Mitchell,,M,,"211 Cannon HOB; Washington DC 20515-2210",10.0,Republican,202-225-2106,MI,rep,,43.4069041,-82.7347142,
L000587,,Jason,Lewis,1995-09-23,M,,"418 Cannon HOB; Washington DC 20515-2302",2.0,Republican,202-225-2271,MN,rep,,44.5125294,-92.9375739,24
B001305,,Ted,Budd,1971-10-21,M,,"118 Cannon HOB; Washington DC 20515-3313",13.0,Republican,202-225-4531,NC,rep,,35.803543,-80.543845,48
B001298,,Don,Bacon,1963-08-16,M,,"1516 Longworth HOB; Washington DC 20515-2702",2.0,Republican,202-225-4155,NE,rep,,41.1970113,-96.1526985,56
G000583,,Josh,Gottheimer,1975-03-08,M,,"213 Cannon HOB; Washington DC 20515-3005",5.0,Democrat,202-225-4465,NJ,rep,,41.0958261,-74.7337069,44
R000608,,Jacky,Rosen,,F,,"413 Cannon HOB; Washington DC 20515-2803",3.0,Democrat,202-225-3252,NV,rep,,35.7527475,-115.094045,
K000390,,Ruben,Kihuen,1980-04-25,M,,"313 Cannon HOB; Washington DC 20515-2804",4.0,Democrat,202-225-9894,NV,rep,,37.8956594,-114.9042208,39
S001201,,Thomas,Suozzi,1962-08-31,M,,"226 Cannon HOB; Washington DC 20515-3203",3.0,Democrat,202-225-3335,NY,rep,,40.845059,-73.5122928,57
E000297,,Adriano,Espaillat,1954-09-27,M,,"1630 Longworth HOB; Washington DC 20515-3213",13.0,Democrat,202-225-4365,NY,rep,,40.8430297,-73.9418603,65
F000464,,John,Faso,1952-08-25,M,,"1616 Longworth HOB; Washington DC 20515-3219",19.0,Republican,202-225-5614,NY,rep,,42.2582604,-74.4056612,67
T000478,,Claudia,Tenney,1961-02-04,F,,"512 Cannon HOB; Washington DC 20515-3222",22.0,Republican,202-225-3665,NY,rep,,43.0212373,-75.5276699,58
F000466,,Brian,Fitzpatrick,1973-12-17,M,,"514 Cannon HOB; Washington DC 20515-3808",8.0,Republican,202-225-4276,PA,rep,,41.3849477,-75.4344727,45
S001199,,Lloyd,Smucker,1964-01-23,M,,"516 Cannon HOB; Washington DC 20515-3816",16.0,Republican,202-225-2411,PA,rep,,41.6661391,-80.2767327,55
G000582,,Jenniffer,"González-Colón",1976-08-05,F,,"1529 Longworth HOB; Washington DC 20515-5401",0.0,Republican,202-225-2615,PR,rep,,18.4238478,-66.0648787,43
K000392,,David,Kustoff,1966-10-08,M,,"508 Cannon HOB; Washington DC 20515-4208",8.0,Republican,202-225-4714,TN,rep,,35.7383405,-89.2467191,53
G000581,,Vicente,Gonzalez,1967-09-04,M,,"113 Cannon HOB; Washington DC 20515-4315",15.0,Democrat,202-225-2531,TX,rep,,27.7633234,-98.3964938,52
A000375,,Jodey,Arrington,1972-03-09,M,,"1029 Longworth HOB; Washington DC 20515-4319",19.0,Republican,202-225-4005,TX,rep,,32.9533028,-100.9807003,47
T000477,,Scott,Taylor,1979-06-27,M,,"412 Cannon HOB; Washington DC 20515-4602",2.0,Republican,202-225-4215,VA,rep,,37.6342317,-75.8998674,40
M001200,,A.,McEachin,1961-10-10,M,,"314 Cannon HOB; Washington DC 20515-4604",4.0,Democrat,202-225-6365,VA,rep,,36.7936335,-77.3783789,58
G000580,,Thomas,Garrett,1972-03-27,M,,"415 Cannon HOB; Washington DC 20515-4605",5.0,Republican,202-225-4711,VA,rep,,37.2450279,-78.4751945,47
J000298,,Pramila,Jayapal,1965-09-21,F,,"319 Cannon HOB; Washington DC 20515-4707",7.0,Democrat,202-225-3106,WA,rep,,47.6297466,-122.3515701,54
G000579,,Mike,Gallagher,1984-03-03,M,,"1007 Longworth HOB; Washington DC 20515-4908",8.0,Republican,202-225-5665,WI,rep,,44.6905207,-88.4791376,35
C001109,,Liz,Cheney,1966-07-28,F,,"416 Cannon HOB; Washington DC 20515-5000",0.0,Republican,202-225-2311,WY,rep,,42.8497248,-106.3233576,53
